date,case_id,tier,model,status,elapsed_s,tool_calls,response_len,has_rc,has_lf,has_gf,response_source,has_collect
20260510,man-overflow,1,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260510,ncompress-overflow,1,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,1,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260510,berry-5,1,qwen-qwen3-30b-a3b-instruct-2507,ok,251.366,0,0,False,False,False,,True
20260510,crashbench-abo3,1,qwen-qwen3-30b-a3b-instruct-2507,ok,251.054,0,0,False,False,False,,True
20260510,crashbench-abo5,1,qwen-qwen3-30b-a3b-instruct-2507,ok,251.053,0,0,False,False,False,,True
20260510,juliet-cwe415-malloc-free-char-01,1,qwen-qwen3-30b-a3b-instruct-2507,ok,250.975,0,0,False,False,False,,True
20260510,ncompress-overflow,1,qwen-qwen3-30b-a3b-instruct-2507,build_failed,0.0,,0,False,False,False,,False
20260510,bc-heap-overflow,3,anthropic-claude-sonnet-4-5,build_failed,0.0,,0,False,False,False,,False
20260510,berry-1,3,anthropic-claude-sonnet-4-5,no_collect,0.432,,0,False,False,False,,False
20260510,berry-2,3,anthropic-claude-sonnet-4-5,no_collect,0.527,,0,False,False,False,,False
20260510,berry-3,3,anthropic-claude-sonnet-4-5,no_collect,0.022,,0,False,False,False,,False
20260510,berry-4,3,anthropic-claude-sonnet-4-5,docker_run_failed,0.465,,0,False,False,False,,False
20260510,berry-5,3,anthropic-claude-sonnet-4-5,docker_run_failed,0.44,,0,False,False,False,,False
20260510,man-overflow,3,anthropic-claude-sonnet-4-5,build_failed,0.0,,0,False,False,False,,False
20260510,ncompress-overflow,3,anthropic-claude-sonnet-4-5,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,3,anthropic-claude-sonnet-4-5,build_failed,0.0,,0,False,False,False,,False
20260510,bc-heap-overflow,3,google-gemini-2-5-flash,build_failed,0.0,,0,False,False,False,,False
20260510,berry-1,3,google-gemini-2-5-flash,no_collect,0.615,,0,False,False,False,,False
20260510,crashbench-abo1,3,google-gemini-2-5-flash,no_collect,0.212,,0,False,False,False,,False
20260510,crashbench-abo2,3,google-gemini-2-5-flash,no_collect,0.205,,0,False,False,False,,False
20260510,crashbench-abo3,3,google-gemini-2-5-flash,no_collect,0.209,,0,False,False,False,,False
20260510,crashbench-abo5,3,google-gemini-2-5-flash,no_collect,0.212,,0,False,False,False,,False
20260510,crashbench-abo7,3,google-gemini-2-5-flash,no_collect,0.268,,0,False,False,False,,False
20260510,crashbench-abo8,3,google-gemini-2-5-flash,no_collect,0.263,,0,False,False,False,,False
20260510,juliet-cwe121-char-type-overrun-memcpy-01,3,google-gemini-2-5-flash,no_collect,0.332,,0,False,False,False,,False
20260510,juliet-cwe122-char-type-overrun-memcpy-01,3,google-gemini-2-5-flash,no_collect,0.333,,0,False,False,False,,False
20260510,juliet-cwe126-char-alloca-loop-01,3,google-gemini-2-5-flash,no_collect,0.172,,0,False,False,False,,False
20260510,juliet-cwe415-malloc-free-char-01,3,google-gemini-2-5-flash,no_collect,0.165,,0,False,False,False,,False
20260510,juliet-cwe416-malloc-free-char-01,3,google-gemini-2-5-flash,no_collect,0.204,,0,False,False,False,,False
20260510,man-overflow,3,google-gemini-2-5-flash,build_failed,0.0,,0,False,False,False,,False
20260510,ncompress-overflow,3,google-gemini-2-5-flash,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,3,google-gemini-2-5-flash,build_failed,0.0,,0,False,False,False,,False
20260510,bc-heap-overflow,3,google-gemini-3-1-flash-lite-preview,build_failed,0.0,,0,False,False,False,,False
20260510,berry-1,3,google-gemini-3-1-flash-lite-preview,no_collect,0.566,,0,False,False,False,,False
20260510,berry-2,3,google-gemini-3-1-flash-lite-preview,no_collect,0.471,,0,False,False,False,,False
20260510,berry-3,3,google-gemini-3-1-flash-lite-preview,docker_run_failed,0.511,,0,False,False,False,,False
20260510,berry-4,3,google-gemini-3-1-flash-lite-preview,no_collect,0.021,,0,False,False,False,,False
20260510,berry-5,3,google-gemini-3-1-flash-lite-preview,no_collect,0.023,,0,False,False,False,,False
20260510,man-overflow,3,google-gemini-3-1-flash-lite-preview,build_failed,0.0,,0,False,False,False,,False
20260510,ncompress-overflow,3,google-gemini-3-1-flash-lite-preview,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,3,google-gemini-3-1-flash-lite-preview,build_failed,0.0,,0,False,False,False,,False
20260510,crashbench-abo1,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.222,,0,False,False,False,,False
20260510,crashbench-abo2,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.221,,0,False,False,False,,False
20260510,crashbench-abo3,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.222,,0,False,False,False,,False
20260510,crashbench-abo5,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.221,,0,False,False,False,,False
20260510,crashbench-abo7,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.275,,0,False,False,False,,False
20260510,crashbench-abo8,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.276,,0,False,False,False,,False
20260510,juliet-cwe121-char-type-overrun-memcpy-01,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.339,,0,False,False,False,,False
20260510,juliet-cwe122-char-type-overrun-memcpy-01,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.338,,0,False,False,False,,False
20260510,juliet-cwe126-char-alloca-loop-01,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.177,,0,False,False,False,,False
20260510,juliet-cwe415-malloc-free-char-01,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.177,,0,False,False,False,,False
20260510,juliet-cwe416-malloc-free-char-01,3,meta-llama-llama-3-1-8b-instruct,no_collect,0.209,,0,False,False,False,,False
20260510,man-overflow,3,meta-llama-llama-3-1-8b-instruct,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,3,meta-llama-llama-3-1-8b-instruct,build_failed,0.0,,0,False,False,False,,False
20260510,berry-2,3,nvidia-nemotron-3-nano-30b-a3b,no_collect,0.02,,0,False,False,False,,False
20260510,berry-3,3,nvidia-nemotron-3-nano-30b-a3b,docker_run_failed,0.532,,0,False,False,False,,False
20260510,berry-4,3,nvidia-nemotron-3-nano-30b-a3b,no_collect,0.598,,0,False,False,False,,False
20260510,man-overflow,3,nvidia-nemotron-3-nano-30b-a3b,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,3,nvidia-nemotron-3-nano-30b-a3b,build_failed,0.0,,0,False,False,False,,False
20260510,crashbench-abo1,3,openai-gpt-4o,no_collect,0.222,,0,False,False,False,,False
20260510,crashbench-abo2,3,openai-gpt-4o,no_collect,0.222,,0,False,False,False,,False
20260510,crashbench-abo3,3,openai-gpt-4o,no_collect,0.21,,0,False,False,False,,False
20260510,crashbench-abo5,3,openai-gpt-4o,no_collect,0.211,,0,False,False,False,,False
20260510,crashbench-abo7,3,openai-gpt-4o,no_collect,0.265,,0,False,False,False,,False
20260510,crashbench-abo8,3,openai-gpt-4o,no_collect,0.267,,0,False,False,False,,False
20260510,juliet-cwe121-char-type-overrun-memcpy-01,3,openai-gpt-4o,no_collect,0.329,,0,False,False,False,,False
20260510,juliet-cwe122-char-type-overrun-memcpy-01,3,openai-gpt-4o,no_collect,0.33,,0,False,False,False,,False
20260510,juliet-cwe126-char-alloca-loop-01,3,openai-gpt-4o,no_collect,0.171,,0,False,False,False,,False
20260510,juliet-cwe415-malloc-free-char-01,3,openai-gpt-4o,no_collect,0.173,,0,False,False,False,,False
20260510,juliet-cwe416-malloc-free-char-01,3,openai-gpt-4o,no_collect,0.204,,0,False,False,False,,False
20260510,man-overflow,3,openai-gpt-4o,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,3,openai-gpt-4o,build_failed,0.0,,0,False,False,False,,False
20260510,bc-heap-overflow,3,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260510,berry-1,3,openai-gpt-5-5,docker_run_failed,0.488,,0,False,False,False,,False
20260510,berry-2,3,openai-gpt-5-5,no_collect,0.02,,0,False,False,False,,False
20260510,berry-3,3,openai-gpt-5-5,no_collect,0.657,,0,False,False,False,,False
20260510,berry-5,3,openai-gpt-5-5,no_collect,0.61,,0,False,False,False,,False
20260510,man-overflow,3,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260510,ncompress-overflow,3,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,3,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260510,bc-heap-overflow,3,qwen-qwen3-30b-a3b-instruct-2507,build_failed,0.0,,0,False,False,False,,False
20260510,man-overflow,3,qwen-qwen3-30b-a3b-instruct-2507,build_failed,0.0,,0,False,False,False,,False
20260510,polymorph-overflow,3,qwen-qwen3-30b-a3b-instruct-2507,build_failed,0.0,,0,False,False,False,,False
20260511,bc-heap-overflow,1,anthropic-claude-sonnet-4-5,ok,207.166,36,13774,True,True,True,,True
20260511,berry-1,1,anthropic-claude-sonnet-4-5,ok,89.895,34,5327,True,True,True,,True
20260511,berry-2,1,anthropic-claude-sonnet-4-5,ok,94.323,32,6975,True,True,True,,True
20260511,berry-3,1,anthropic-claude-sonnet-4-5,ok,389.394,54,53088,True,True,True,,True
20260511,berry-4,1,anthropic-claude-sonnet-4-5,ok,77.293,18,7278,True,True,True,,True
20260511,berry-5,1,anthropic-claude-sonnet-4-5,ok,107.518,26,6863,True,True,True,,True
20260511,crashbench-abo2,1,anthropic-claude-sonnet-4-5,ok,58.05,7,2698,True,True,True,,True
20260511,crashbench-abo8,1,anthropic-claude-sonnet-4-5,ok,38.234,7,2943,True,True,True,,True
20260511,man-overflow,1,anthropic-claude-sonnet-4-5,build_failed,0.0,,0,False,False,False,,False
20260511,ncompress-overflow,1,anthropic-claude-sonnet-4-5,build_failed,0.0,,0,False,False,False,,False
20260511,polymorph-overflow,1,anthropic-claude-sonnet-4-5,build_failed,0.0,,0,False,False,False,,False
20260511,bc-heap-overflow,1,google-gemini-2-5-flash,ok,59.347,23,21249,True,True,True,,True
20260511,crashbench-abo1,1,google-gemini-2-5-flash,ok,7.616,4,2404,True,True,True,,True
20260511,crashbench-abo2,1,google-gemini-2-5-flash,ok,8.59,5,2156,True,True,True,,True
20260511,crashbench-abo3,1,google-gemini-2-5-flash,ok,9.008,4,1916,True,True,True,,True
20260511,crashbench-abo5,1,google-gemini-2-5-flash,ok,8.595,4,2917,True,True,True,,True
20260511,crashbench-abo7,1,google-gemini-2-5-flash,ok,9.628,4,2601,True,True,True,,True
20260511,crashbench-abo8,1,google-gemini-2-5-flash,ok,10.118,4,1799,True,True,True,,True
20260511,juliet-cwe121-char-type-overrun-memcpy-01,1,google-gemini-2-5-flash,ok,15.2,6,3918,True,True,True,,True
20260511,juliet-cwe122-char-type-overrun-memcpy-01,1,google-gemini-2-5-flash,ok,10.741,6,4140,True,True,True,,True
20260511,juliet-cwe126-char-alloca-loop-01,1,google-gemini-2-5-flash,ok,8.414,4,2525,True,True,True,,True
20260511,juliet-cwe415-malloc-free-char-01,1,google-gemini-2-5-flash,ok,6.951,4,1896,True,True,True,,True
20260511,juliet-cwe416-malloc-free-char-01,1,google-gemini-2-5-flash,ok,10.388,4,2047,True,True,True,,True
20260511,man-overflow,1,google-gemini-2-5-flash,build_failed,0.0,,0,False,False,False,,False
20260511,ncompress-overflow,1,google-gemini-2-5-flash,build_failed,0.0,,0,False,False,False,,False
20260511,polymorph-overflow,1,google-gemini-2-5-flash,build_failed,0.0,,0,False,False,False,,False
20260511,bc-heap-overflow,1,google-gemini-3-1-flash-lite-preview,ok,12.743,13,0,False,False,False,,True
20260511,berry-1,1,google-gemini-3-1-flash-lite-preview,ok,16.574,18,0,False,False,False,,True
20260511,berry-2,1,google-gemini-3-1-flash-lite-preview,ok,52.094,54,0,False,False,False,,True
20260511,berry-3,1,google-gemini-3-1-flash-lite-preview,ok,11.898,13,0,False,False,False,,True
20260511,berry-4,1,google-gemini-3-1-flash-lite-preview,ok,10.62,10,0,False,False,False,,True
20260511,berry-5,1,google-gemini-3-1-flash-lite-preview,ok,24.409,24,943,True,True,True,,True
20260511,man-overflow,1,google-gemini-3-1-flash-lite-preview,build_failed,0.0,,0,False,False,False,,False
20260511,ncompress-overflow,1,google-gemini-3-1-flash-lite-preview,build_failed,0.0,,0,False,False,False,,False
20260511,polymorph-overflow,1,google-gemini-3-1-flash-lite-preview,build_failed,0.0,,0,False,False,False,,False
20260511,bc-heap-overflow,1,meta-llama-llama-3-1-8b-instruct,ok,53.685,99,0,False,False,False,,True
20260511,crashbench-abo1,1,meta-llama-llama-3-1-8b-instruct,ok,4.392,4,0,False,False,False,,True
20260511,crashbench-abo2,1,meta-llama-llama-3-1-8b-instruct,ok,3.919,4,0,False,False,False,,True
20260511,crashbench-abo3,1,meta-llama-llama-3-1-8b-instruct,ok,4.024,4,0,False,False,False,,True
20260511,crashbench-abo5,1,meta-llama-llama-3-1-8b-instruct,ok,529.917,179,0,False,False,False,,True
20260511,crashbench-abo7,1,meta-llama-llama-3-1-8b-instruct,ok,4.187,4,0,False,False,False,,True
20260511,crashbench-abo8,1,meta-llama-llama-3-1-8b-instruct,ok,5.8,6,0,False,False,False,,True
20260511,juliet-cwe121-char-type-overrun-memcpy-01,1,meta-llama-llama-3-1-8b-instruct,ok,11.972,6,0,False,False,False,,True
20260511,juliet-cwe122-char-type-overrun-memcpy-01,1,meta-llama-llama-3-1-8b-instruct,ok,14.621,7,0,False,False,False,,True
20260511,juliet-cwe126-char-alloca-loop-01,1,meta-llama-llama-3-1-8b-instruct,ok,12.498,6,0,False,False,False,,True
20260511,juliet-cwe415-malloc-free-char-01,1,meta-llama-llama-3-1-8b-instruct,ok,13.024,6,0,False,False,False,,True
20260511,juliet-cwe416-malloc-free-char-01,1,meta-llama-llama-3-1-8b-instruct,ok,9.361,5,0,False,False,False,,True
20260511,man-overflow,1,meta-llama-llama-3-1-8b-instruct,build_failed,0.0,,0,False,False,False,,False
20260511,ncompress-overflow,1,meta-llama-llama-3-1-8b-instruct,build_failed,0.0,,0,False,False,False,,False
20260511,polymorph-overflow,1,meta-llama-llama-3-1-8b-instruct,build_failed,0.0,,0,False,False,False,,False
20260511,bc-heap-overflow,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.063,,0,False,False,False,,False
20260511,berry-1,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.054,,0,False,False,False,,False
20260511,berry-2,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.066,,0,False,False,False,,False
20260511,berry-3,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.109,,0,False,False,False,,False
20260511,berry-4,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.097,,0,False,False,False,,False
20260511,berry-5,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.032,,0,False,False,False,,False
20260511,crashbench-abo2,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.071,,0,False,False,False,,False
20260511,crashbench-abo3,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.095,,0,False,False,False,,False
20260511,crashbench-abo5,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.103,,0,False,False,False,,False
20260511,crashbench-abo7,1,nvidia-nemotron-3-nano-30b-a3b,timeout,600.069,,0,False,False,False,,False
20260511,man-overflow,1,nvidia-nemotron-3-nano-30b-a3b,build_failed,0.0,,0,False,False,False,,False
20260511,ncompress-overflow,1,nvidia-nemotron-3-nano-30b-a3b,build_failed,0.0,,0,False,False,False,,False
20260511,polymorph-overflow,1,nvidia-nemotron-3-nano-30b-a3b,build_failed,0.0,,0,False,False,False,,False
20260511,crashbench-abo1,1,openai-gpt-4o,timeout,600.064,,0,False,False,False,,False
20260511,crashbench-abo2,1,openai-gpt-4o,timeout,600.113,,0,False,False,False,,False
20260511,crashbench-abo3,1,openai-gpt-4o,timeout,600.019,,0,False,False,False,,False
20260511,crashbench-abo5,1,openai-gpt-4o,ok,194.907,5,1277,True,True,True,,True
20260511,crashbench-abo7,1,openai-gpt-4o,ok,541.863,4,706,False,False,False,,True
20260511,crashbench-abo8,1,openai-gpt-4o,timeout,600.029,,0,False,False,False,,False
20260511,juliet-cwe121-char-type-overrun-memcpy-01,1,openai-gpt-4o,ok,15.271,4,1601,True,True,True,,True
20260511,juliet-cwe122-char-type-overrun-memcpy-01,1,openai-gpt-4o,timeout,600.019,,0,False,False,False,,False
20260511,juliet-cwe126-char-alloca-loop-01,1,openai-gpt-4o,timeout,600.108,,0,False,False,False,,False
20260511,juliet-cwe415-malloc-free-char-01,1,openai-gpt-4o,ok,375.118,4,1488,True,True,True,,True
20260511,juliet-cwe416-malloc-free-char-01,1,openai-gpt-4o,timeout,600.041,,0,False,False,False,,False
20260511,ncompress-overflow,1,openai-gpt-4o,build_failed,0.0,,0,False,False,False,,False
20260511,bc-heap-overflow,1,openai-gpt-5-5,ok,173.629,12,5363,True,True,True,,True
20260511,crashbench-abo3,1,openai-gpt-5-5,ok,27.688,5,2332,True,True,True,,True
20260511,man-overflow,1,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260511,ncompress-overflow,1,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260511,polymorph-overflow,1,openai-gpt-5-5,build_failed,0.0,,0,False,False,False,,False
20260511,berry-5,1,qwen-qwen3-30b-a3b-instruct-2507,timeout,600.107,,0,False,False,False,,False
20260511,crashbench-abo3,1,qwen-qwen3-30b-a3b-instruct-2507,ok,33.573,5,0,False,False,False,,True
20260511,crashbench-abo5,1,qwen-qwen3-30b-a3b-instruct-2507,ok,59.055,8,0,False,False,False,,True
20260511,juliet-cwe415-malloc-free-char-01,1,qwen-qwen3-30b-a3b-instruct-2507,ok,79.016,4,2185,True,True,True,,True
20260511,ncompress-overflow,1,qwen-qwen3-30b-a3b-instruct-2507,build_failed,0.0,,0,False,False,False,,False
